Product Name,Name,Rating,Title,Date,Verified Purchase,Variant Details,Helpful Count,Review Body,Photo URLs,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Jk,4,,20-Mar-26,Verified Purchase,Colour: new black,0 people found this helpful,I like this product. It is really useful and flexible product. Nice for kids.,https://m.media-amazon.com/images/I/81egMTTMpOL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Thanish,4,,26-Mar-26,Verified Purchase,Colour: black,3 people found this helpful,Good product but not steady uneven legs of the table,https://m.media-amazon.com/images/I/61WWhc+3pdL._SY88.jpg | https://m.media-amazon.com/images/I/71xtaP7CybL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",mohan,3,,06-May-26,Verified Purchase,Colour: new unicorn,0 people found this helpful,Lessthan 1 month only broken,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Placeholder,5,,02-Jun-26,Verified Purchase,Colour: black,0 people found this helpful,"For study or temporary work with laptop this one is the best solution. Odered Black one, got the perfect Quality. 👌",No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Adiba Khan,3,,05-May-26,Verified Purchase,Colour: black,0 people found this helpful,Not that much sturdy,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Azeez Rahuman,3,,19-Apr-26,Verified Purchase,Colour: black,0 people found this helpful,Its good but i have received a table with full of dust i think it was used by someone else but quality wasgood for this price,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Devesh Kumar,5,,04-Jun-26,Verified Purchase,Colour: wood,0 people found this helpful,The quality of the table is very very good. Thanks Amazon.,https://m.media-amazon.com/images/I/711S4Ww6wFL._SY88.jpg | https://m.media-amazon.com/images/I/716Fe1stbiL._SY88.jpg | https://m.media-amazon.com/images/I/715Ut7h2MLL._SY88.jpg | https://m.media-amazon.com/images/I/71sWBhdWnOL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",mansi,4,,11-Mar-26,Verified Purchase,Colour: black,0 people found this helpful,"Sturdy ,good balance allover good for the ones who do not have enough space for a proper study table",No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Aniket Gudhekar,5,,01-Jun-26,Verified Purchase,Colour: wood,0 people found this helpful,Sturdy & Good quality according to price ✌🏻 Go for it ✌🏻,https://m.media-amazon.com/images/I/71pPYOfZn8L._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Santosh kumar,3,,09-Apr-26,Verified Purchase,Colour: black,2 people found this helpful,"This folding table is an excellent budget-friendly essential for students and remote workers. It balances functionality with portability, though you should be mindful of the weight limit to ensure the plastic joints stay sturdy over time.",https://m.media-amazon.com/images/I/61-W9UoVERL._SY88.jpg | https://m.media-amazon.com/images/I/61SA+jK9lWL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Musarat,3,,29-Apr-26,Verified Purchase,Colour: black,0 people found this helpful,Good 👍,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Dig,5,,07-Jun-26,Verified Purchase,Colour: black,0 people found this helpful,Good table for study.,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Pushpa Patil,5,,07-Jun-26,Verified Purchase,Colour: wood,0 people found this helpful,Good for study table,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Iranna malagali,5,,04-Jun-26,Verified Purchase,Colour: black,0 people found this helpful,"Good quality & Good condition, Good service",No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",THANGAMURUGAN P,4,,18-Mar-26,Verified Purchase,Colour: doremon,0 people found this helpful,Good product. With stands good load. Surprised for this price point.,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Manjunadh,4,,12-Mar-26,Verified Purchase,Colour: black,0 people found this helpful,"Good product , nice quality",https://m.media-amazon.com/images/I/61TG1A2qhTL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Mohit Kumar,5,,06-Jun-26,Verified Purchase,Colour: wood,One person found this helpful,Beautiful product for scholars,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Harpreet Singh,5,,05-Jun-26,Verified Purchase,Colour: black,0 people found this helpful,Great product,https://m.media-amazon.com/images/I/81+qSKL5WiL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Soumyadeep,5,,17-May-26,Verified Purchase,Colour: black,0 people found this helpful,Very good material good product value of money good product 👍👍👍strong material overall light weight very comfortable good Material you can store it anywhere. Thank you 👍,https://m.media-amazon.com/images/I/717hM8MSyOL._SY88.jpg | https://m.media-amazon.com/images/I/61brXa3VWIL._SY88.jpg | https://m.media-amazon.com/images/I/7117caKMhvL._SY88.jpg | https://m.media-amazon.com/images/I/71Iiz+nM+kL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Kabita Mallick,5,,02-Jun-26,Verified Purchase,Colour: wood,0 people found this helpful,Very good quality,https://m.media-amazon.com/images/I/716NDR8OFZL._SY88.jpg | https://m.media-amazon.com/images/I/71yockxzhBL._SY88.jpg | https://m.media-amazon.com/images/I/71EtGU5eGkL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Nani mahi,5,,28-Mar-26,Verified Purchase,Colour: black,0 people found this helpful,"Pros (Best & Useful 👍):  Very useful for study, laptop work, and breakfast in bed  Lightweight & portable – easy to carry and fold  Cup holder & slots are helpful for keeping coffee and mobile  Good design with smooth edges, looks neat  Non-slip legs give decent stability on bed  Saves space since it’s foldable  Cons (Some Damage / Issues 👎):  Build quality is average, not very strong for heavy weight  Sometimes minor scratches/damage may come during delivery  Legs can feel a bit loose after long use  Not fully stable on very soft beds  Cup holder size is small for big cups  ---  ⭐ Final Rating: 5/5  Good product for daily use and budget-friendly, but quality could be slightly better.",No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",umed singh,5,,02-Jun-26,Verified Purchase,Colour: new black,0 people found this helpful,Best,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Its absolutely stunning ❤️❤️❤️,5,,29-May-26,Verified Purchase,Colour: wood,0 people found this helpful,Nice Affordable Sturdy Fabulous,https://m.media-amazon.com/images/I/71EGQpjX8TL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Placeholder,4,,28-Feb-26,Verified Purchase,Colour: black,0 people found this helpful,Nice but was dusty and the packaging was tight but really nice product,https://m.media-amazon.com/images/I/71ekENwkqML._SY88.jpg | https://m.media-amazon.com/images/I/71TsmPdjufL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Mohd Wajid,3,,03-Apr-26,Verified Purchase,Colour: black,0 people found this helpful,"Overall item is sturdy and heavy, the plastic at edge is not up to the mark. Apart from that it works.",No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",SUBHAJEET,4,,21-Feb-26,Verified Purchase,Colour: black,0 people found this helpful,it's a great product. have been using it since 6 months. no issue so far. price could be slightly lower that's why 4 🌟,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Mrigesh Y.,5,,29-May-26,Verified Purchase,Colour: black,0 people found this helpful,Best item far students,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Muskaan,4,,14-Feb-26,Verified Purchase,Colour: black,0 people found this helpful,The quality of Table is nice. Good height and length-width of table. Very comfortable for using as a study table or for work with laptop. Quality is nice. I would recommend it,https://m.media-amazon.com/images/I/71XGsw3gNXL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Prasanna Unde,4,,31-Jan-26,Verified Purchase,Colour: black,0 people found this helpful,"This table has a pretty good build quality,I ordered same kind of table from different brand, and that on was so dirty, but this product I received the size is pretty good! For a 300-400 price range you can't expect much things... Overall, the product is pretty good!",No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Anil kumar,4,,01-Mar-26,Verified Purchase,Colour: new unicorn,0 people found this helpful,It is good,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Siddharth Dubey,5,,20-May-26,Verified Purchase,Colour: black,0 people found this helpful,This is too good product you can definitely buy it,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",elamathi arjunan,3,,09-Apr-26,Verified Purchase,Colour: wood,0 people found this helpful,Not as expected,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Nilakshi Barman,5,,12-May-26,Verified Purchase,Colour: black,0 people found this helpful,Really it's too good. Pehle dar lag raha tha ki ascha ayega bhi ya nehi.. it's really good ❤️. ⭐⭐⭐⭐⭐,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Suhani Tripathi,4,,12-Feb-26,Verified Purchase,Colour: wood,0 people found this helpful,I ordered this twice first time I ordered it was really good quality but second time the quality was not good and it downgraded,https://m.media-amazon.com/images/I/611MOAOHMtL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Siva sankar,5,,24-May-26,Verified Purchase,Colour: black,0 people found this helpful,Amazing product,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Ravikant Upadhyay [RDestWeb Solutions India],5,,23-May-26,Verified Purchase,Colour: black,0 people found this helpful,good product at this price,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Likhitha,5,,22-May-26,Verified Purchase,Colour: flying doremon,One person found this helpful,Table is Good 😍 Value for money,https://m.media-amazon.com/images/I/716eSkJzjTL._SY88.jpg | https://m.media-amazon.com/images/I/7162FRwHHuL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",KWANCHADA WEEWONG,5,,04-Jun-26,Verified Purchase,Colour: black,0 people found this helpful,It’s awesome,https://m.media-amazon.com/images/I/71Xk7t9-woL._SY88.jpg | https://m.media-amazon.com/images/I/71f0KyyJFhL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Sanjeev Singh,3,,15-Apr-26,Verified Purchase,Colour: black,0 people found this helpful,Click to play video I found this product broken,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Shaurya Suman,5,,10-May-26,Verified Purchase,Colour: wood,0 people found this helpful,Its great 👍🏻 to having this at this price. Good and manufacturing is perfect there is now complaint,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Krishna Subba,5,,21-May-26,Verified Purchase,Colour: doremon,0 people found this helpful,Value for money product. Nice colour and design. Perfect for kids.,https://m.media-amazon.com/images/I/71s0A9FdohL._SY88.jpg | https://m.media-amazon.com/images/I/61SWD6bzVYL._SY88.jpg | https://m.media-amazon.com/images/I/71Q4ysy756L._SY88.jpg | https://m.media-amazon.com/images/I/61mv0kqPlEL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Musrath Aliya Begum,5,,21-May-26,Verified Purchase,Colour: wood,0 people found this helpful,Very good product,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Arya,3,,01-Apr-26,Verified Purchase,Colour: black,0 people found this helpful,It was ok ok,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Shadman,4,,01-Feb-26,Verified Purchase,Colour: black,0 people found this helpful,"Easy to fold and carry,good for study and work purpose cup holder is not good as it should be but it's ok size is somebot small BEST TABLE IN THIS PRICE RANGE SEGMENT",https://m.media-amazon.com/images/I/717iAEeie6L._SY88.jpg | https://m.media-amazon.com/images/I/71YWpn4l2bL._SY88.jpg | https://m.media-amazon.com/images/I/71x-oO71JjL._SY88.jpg,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Tiasa Mondal,5,,20-May-26,Verified Purchase,Colour: new unicorn,0 people found this helpful,Nice product 😁,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Shashikant patel,5,,20-May-26,Verified Purchase,Colour: black,0 people found this helpful,Very nice product,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Rishi,5,,17-May-26,Verified Purchase,Colour: wood,0 people found this helpful,Good quality and very useful,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Sayani Sarkar,5,,11-May-26,Verified Purchase,Colour: black,0 people found this helpful,Value for money and got as same as shown in picture,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",GABRIEL,4,,07-Feb-26,Verified Purchase,Colour: new black,0 people found this helpful,Table quality is good and feels durable. I'm very satisfied. But the mobile stand could have been deeper and wider.,No Photos,,,,,,,,,
"DIVIJA STORE Wood Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (Black), 59 cm, 8 cm",Rudransh,4,,09-Feb-26,Verified Purchase,Colour: black,0 people found this helpful,"Overall this is a good product, but the product I received is a bit flimsy.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif""ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 8GB RAM,512GB SSD,15.6"" (39.62 cms), FHD, Windows 11,MS Office,Backlit Keyboard,Silver,1.7 kg, X1504VA-NJ320WS, Thin & Light Laptop",Bhanu P. S.,5,,09-Aug-25,Verified Purchase,Colour: Silver,14 people found this helpful,"I’ve been using the ASUS Vivobook 15 (Intel Core i3-1315U, 13th Gen) for a while now, and it’s a solid choice for students, office work, and light multitasking.  Pros:  Performance: The 13th Gen i3-1315U with 8GB RAM and 512GB SSD makes everyday tasks like browsing, MS Office, and light editing smooth.  Design & Build: Slim, lightweight (1.7 kg), and easy to carry. The silver finish gives it a premium look.  Display: The 15.6"" FHD screen is crisp, and bezels are slim for a modern feel.  Keyboard: Backlit keyboard is a big plus for low-light work.  Extras: Windows 11 & MS Office pre-installed save setup time.  Cons:  Not ideal for heavy gaming or high-end video editing.  Battery life is average—around 4-5 hours with moderate use.  RAM is non-upgradeable, which could limit future performance needs.  Verdict: If you need a thin, light, and stylish laptop for office, studies, or light creative work, this Vivobook offers great value for the price. Just don’t expect it to handle very heavy workloads or gaming.  I bought this laptop as a data analytics beginner, and it’s perfect for practicing on small datasets....",No Photos
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 8GB RAM,512GB SSD,15.6"" (39.62 cms), FHD, Windows 11,MS Office,Backlit Keyboard,Silver,1.7 kg, X1504VA-NJ320WS, Thin & Light Laptop",Suman Mondal,4,,03-Apr-25,Verified Purchase,Colour: Silver,19 people found this helpful,"Build Quality - Very Good  Performance - Very Good  Battery Life - Average ( 45 Watt Provided Charger is also slow)  Display - Average ( But Colour Reproduction is really good for the budget)  Trackpad & Keyboard - Backlit Keyboard is Excellent, Trackpad is small but functional.  I got this for 31799/-  Under 35000/- it's really a good option to consider.",https://m.media-amazon.com/images/I/713WgoL-kiL._SY88.jpg | https://m.media-amazon.com/images/I/71ppiKwDEoL._SY88.jpg | https://m.media-amazon.com/images/I/61fWpxPxCmL._SY88.jpg,,,,,,,,,
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 8GB RAM,512GB SSD,15.6"" (39.62 cms), FHD, Windows 11,MS Office,Backlit Keyboard,Silver,1.7 kg, X1504VA-NJ320WS, Thin & Light Laptop",Kashish,5,,17-Jan-26,Verified Purchase,Colour: Silver,0 people found this helpful,Superfast ....Excellent ..,No Photos,,,,,,,,,
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 8GB RAM,512GB SSD,15.6"" (39.62 cms), FHD, Windows 11,MS Office,Backlit Keyboard,Silver,1.7 kg, X1504VA-NJ320WS, Thin & Light Laptop",Suraj Chetry,3,,15-May-25,Verified Purchase,Colour: Silver,0 people found this helpful,Purchased just a few days ago...used it only once...opened it today and the keyboard keys are malfunctioning...what to do,No Photos,,,,,,,,,
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 8GB RAM,512GB SSD,15.6"" (39.62 cms), FHD, Windows 11,MS Office,Backlit Keyboard,Silver,1.7 kg, X1504VA-NJ320WS, Thin & Light Laptop",amar rasaily,5,,30-Oct-25,Verified Purchase,Colour: Silver,0 people found this helpful,"It has been about 6 months using this laptop I didn’t find any issue, I think you can go for this.",No Photos,,,,,,,,,
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 8GB RAM,512GB SSD,15.6"" (39.62 cms), FHD, Windows 11,MS Office,Backlit Keyboard,Silver,1.7 kg, X1504VA-NJ320WS, Thin & Light Laptop",Abhishek Manna,5,,15-Oct-24,Verified Purchase,Colour: Silver,15 people found this helpful,"Overall this js good buy for me at 28k only.  Pros - latest processor, good configuration, Trusted brand, good screen resolution, latest generation ram, good battery backup, best offer at GIS sale, good offer with McAfee anti-virus and office student lifetime. , sturdy build quality, military grade design. No heating issue, weight is moderate, good to handle, processor performance is not sooo high but better than rizen3 5 th Gen and intell i3 1215  Cons - this laptop normal price could have been lower than 39K which is a usual price, also this brand service center is not well governed by the company. Could be better in all means.  Overall a good product if below 35K. Value for money, best suited for student not having heavy coding stuff to do or gaming aspiration.",No Photos,,,,,,,,,
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 8GB RAM,512GB SSD,15.6"" (39.62 cms), FHD, Windows 11,MS Office,Backlit Keyboard,Silver,1.7 kg, X1504VA-NJ320WS, Thin & Light Laptop",SUJAL GUPTA,4,,12-Sep-25,Verified Purchase,Colour: Silver,One person found this helpful,Decent Laptop under 3000,https://m.media-amazon.com/images/I/71TXfquGY1L._SY88.jpg | https://m.media-amazon.com/images/I/71wj8fQspFL._SY88.jpg | https://m.media-amazon.com/images/I/716Xgi7CZNL._SY88.jpg,,,,,,,,,
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 8GB RAM,512GB SSD,15.6"" (39.62 cms), FHD, Windows 11,MS Office,Backlit Keyboard,Silver,1.7 kg, X1504VA-NJ320WS, Thin & Light Laptop",Bhushan kumar,1,,21-Feb-26,Verified Purchase,Colour: Silver,0 people found this helpful,JAB SE PURCHASE KIYA HAI KOI NA KOI NEW DIKAT AA RHI HAI MAINE JBL SOUND BAR CONNECT KIYA TO SIRF 1 METER PAR HI CONNECT HOTA USKE BAAD CONECTVITY KHATAM HO JATI HAI KABHI TOUCH PAD BAND HO JATA HAI APNE AAP RESTART HO JATA HAI SASBE BIKAR LAPTOP HAI,No Photos,,,,,,,,,
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 8GB RAM,512GB SSD,15.6"" (39.62 cms), FHD, Windows 11,MS Office,Backlit Keyboard,Silver,1.7 kg, X1504VA-NJ320WS, Thin & Light Laptop",DINESH,5,,24-Jan-26,Verified Purchase,Colour: Silver,0 people found this helpful,Best lap for basics,No Photos,,,,,,,,,
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 8GB RAM,512GB SSD,15.6"" (39.62 cms), FHD, Windows 11,MS Office,Backlit Keyboard,Silver,1.7 kg, X1504VA-NJ320WS, Thin & Light Laptop",Singh Aman,4,,25-May-25,Verified Purchase,Colour: Silver,One person found this helpful,"When you change the screen angle, screen clarity compromised. I understand its va screen so we have to live with it. Battery will give u around 4-5 hours of backup. Rest all good.",No Photos,,,,,,,,,
